Name,SteamId,CsmId
'Blueberries' Buckshot | NSWC SEAL,176209284,1083601
★ Ursus Knife | Forest DDPAT (Well-Worn),176000322,38806
★ Ursus Knife | Marble Fade (Factory New),176042698,201968
★ Ursus Knife | Marble Fade (Minimal Wear),176044864,545670
★ Ursus Knife | Night Stripe (Battle-Scarred),176000644,38774
★ Ursus Knife | Night Stripe (Factory New),176010217,39122
★ Ursus Knife | Night Stripe (Field-Tested),176000268,38927
★ Ursus Knife | Night Stripe (Minimal Wear),176000265,38865
★ Ursus Knife | Night Stripe (Well-Worn),176000431,39121
★ Ursus Knife | Rust Coat (Battle-Scarred),176042867,203457
★ Ursus Knife | Rust Coat (Well-Worn),176043494,545721
★ Ursus Knife | Safari Mesh (Battle-Scarred),176003487,39084
★ Ursus Knife | Safari Mesh (Factory New),176029878,39085
★ Ursus Knife | Safari Mesh (Field-Tested),176000336,38673
★ Ursus Knife | Safari Mesh (Minimal Wear),176000626,39058
★ Ursus Knife | Safari Mesh (Well-Worn),176001402,38975
★ Ursus Knife | Scorched (Battle-Scarred),176000353,38832
★ Ursus Knife | Scorched (Factory New),176002634,39094
★ Ursus Knife | Scorched (Field-Tested),176000342,38777
★ Ursus Knife | Scorched (Minimal Wear),176000026,38651
★ Ursus Knife | Scorched (Well-Worn),176002584,39093
★ Ursus Knife | Slaughter (Factory New),176001942,38968
★ Ursus Knife | Slaughter (Field-Tested),176001381,39061
★ Ursus Knife | Slaughter (Minimal Wear),176000253,38724
★ Ursus Knife | Stained (Battle-Scarred),176000226,38644
★ Ursus Knife | Stained (Factory New),176006792,39123
★ Ursus Knife | Stained (Field-Tested),176000129,38736
★ Ursus Knife | Stained (Minimal Wear),176001375,38866
★ Ursus Knife | Stained (Well-Worn),176000112,38617
★ Ursus Knife | Tiger Tooth (Factory New),176042701,201864
★ Ursus Knife | Tiger Tooth (Minimal Wear),176042695,201905
★ Ursus Knife | Ultraviolet (Battle-Scarred),176043038,203543
★ Ursus Knife | Ultraviolet (Factory New),176043937,203684
★ Ursus Knife | Ultraviolet (Field-Tested),176042746,201907
★ Ursus Knife | Ultraviolet (Minimal Wear),176043328,203560
★ Ursus Knife | Ultraviolet (Well-Worn),176046686,545648
★ Ursus Knife | Urban Masked (Battle-Scarred),176000673,38842
★ Ursus Knife | Urban Masked (Factory New),176036065,39101
★ Ursus Knife | Urban Masked (Field-Tested),176000082,38637
★ Ursus Knife | Urban Masked (Minimal Wear),176001368,39008
★ Ursus Knife | Urban Masked (Well-Worn),176000087,38638
★ Ursus Knife,176000191,38642
10 Year Veteran Coin,0,1075929
1st Lieutenant Farlow | SWAT,176209283,1083508
2015 Service Medal,0,1075896
2016 Service Medal,0,1075948
2017 Service Medal,0,1075884
2018 Service Medal,0,1075912
2019 Service Medal,0,1075903
2020 RMR Challengers,176222718,1084653
2020 RMR Contenders,176222711,1084652
2020 RMR Legends,176222704,1084618
2021 Community Sticker Capsule,176261874,1086775
3rd Commando Company | KSK,176096555,1073957
5 Year Veteran Coin,0,1075893
Aces High Pin,175970598,27997
AK-47 | Aquamarine Revenge (Battle-Scarred),49359087,9832
AK-47 | Aquamarine Revenge (Factory New),49399568,7007
AK-47 | Aquamarine Revenge (Field-Tested),49399542,1382
AK-47 | Aquamarine Revenge (Minimal Wear),49399558,1430
AK-47 | Aquamarine Revenge (Well-Worn),49399548,8440
AK-47 | Asiimov (Battle-Scarred),176024898,171517
AK-47 | Asiimov (Factory New),176024903,171576
AK-47 | Asiimov (Field-Tested),176024796,171508
AK-47 | Asiimov (Minimal Wear),176024804,171481
AK-47 | Asiimov (Well-Worn),176024971,171582
AK-47 | Baroque Purple (Battle-Scarred),176096763,1074816
AK-47 | Baroque Purple (Factory New),176096831,1074875
AK-47 | Baroque Purple (Field-Tested),176096588,1074327
AK-47 | Baroque Purple (Minimal Wear),176096521,1074746
AK-47 | Baroque Purple (Well-Worn),176096413,1074251
AK-47 | Black Laminate (Battle-Scarred),1321650,3144
AK-47 | Black Laminate (Factory New),1340331,18176
AK-47 | Black Laminate (Field-Tested),1321767,2222
AK-47 | Black Laminate (Minimal Wear),1321591,584
AK-47 | Black Laminate (Well-Worn),1322161,13520
AK-47 | Bloodsport (Factory New),175880418,1069
AK-47 | Bloodsport (Field-Tested),175880324,580
AK-47 | Bloodsport (Minimal Wear),175880372,51
AK-47 | Bloodsport (Well-Worn),175880521,3682
AK-47 | Blue Laminate (Factory New),3440920,664
AK-47 | Blue Laminate (Field-Tested),3440896,874
AK-47 | Blue Laminate (Minimal Wear),3441225,2571
AK-47 | Blue Laminate (Well-Worn),3450069,1047
AK-47 | Cartel (Battle-Scarred),29205255,959
AK-47 | Cartel (Factory New),29209315,1124
AK-47 | Cartel (Field-Tested),29205276,913
AK-47 | Cartel (Minimal Wear),29207451,920
AK-47 | Cartel (Well-Worn),29209309,1114
AK-47 | Case Hardened (Battle-Scarred),1321618,9408
AK-47 | Case Hardened (Factory New),1321712,4098
AK-47 | Case Hardened (Field-Tested),1321632,2095
AK-47 | Case Hardened (Minimal Wear),1321441,498
AK-47 | Case Hardened (Well-Worn),1321515,3295
AK-47 | Elite Build (Battle-Scarred),40092009,55
AK-47 | Elite Build (Factory New),40092070,990
AK-47 | Elite Build (Field-Tested),40092015,892
AK-47 | Elite Build (Minimal Wear),40092004,4773
AK-47 | Elite Build (Well-Worn),40092002,3041
AK-47 | Emerald Pinstripe (Battle-Scarred),8991001,2367
AK-47 | Emerald Pinstripe (Factory New),8995371,1144
AK-47 | Emerald Pinstripe (Field-Tested),8989555,1671
AK-47 | Emerald Pinstripe (Minimal Wear),8989559,5012
AK-47 | Emerald Pinstripe (Well-Worn),8990303,1379
AK-47 | Fire Serpent (Battle-Scarred),1548096,1404
AK-47 | Fire Serpent (Factory New),1581591,2087
AK-47 | Fire Serpent (Field-Tested),1546557,2575
AK-47 | Fire Serpent (Minimal Wear),1547918,8773
AK-47 | Fire Serpent (Well-Worn),1565528,3606
AK-47 | First Class (Battle-Scarred),14959383,3441
AK-47 | First Class (Factory New),14962906,781
AK-47 | First Class (Field-Tested),14959385,2832
AK-47 | First Class (Minimal Wear),14953255,8612
AK-47 | First Class (Well-Worn),14953203,18079
AK-47 | Frontside Misty (Battle-Scarred),67061050,3867
AK-47 | Frontside Misty (Factory New),67073987,9602
AK-47 | Frontside Misty (Field-Tested),67060996,906
AK-47 | Frontside Misty (Minimal Wear),67064066,1218
AK-47 | Frontside Misty (Well-Worn),67061031,639
AK-47 | Fuel Injector (Battle-Scarred),139673183,2086
AK-47 | Fuel Injector (Factory New),139691736,834
AK-47 | Fuel Injector (Field-Tested),139654861,949
AK-47 | Fuel Injector (Minimal Wear),139673158,762
AK-47 | Fuel Injector (Well-Worn),139673165,1897
AK-47 | Gold Arabesque (Battle-Scarred),176263161,1087424
AK-47 | Gold Arabesque (Factory New),176263099,1087507
AK-47 | Gold Arabesque (Field-Tested),176263120,1087416
AK-47 | Gold Arabesque (Minimal Wear),176263296,1087224
AK-47 | Gold Arabesque (Well-Worn),176263456,1087474
AK-47 | Green Laminate (Factory New),176262729,1087169
AK-47 | Green Laminate (Field-Tested),176262981,1087412
AK-47 | Green Laminate (Minimal Wear),176263174,1087267
AK-47 | Green Laminate (Well-Worn),176263280,1087428
AK-47 | Hydroponic (Battle-Scarred),49440524,1353
AK-47 | Hydroponic (Factory New),49576391,10450
AK-47 | Hydroponic (Field-Tested),49431025,1358
AK-47 | Hydroponic (Minimal Wear),49440532,9407
AK-47 | Hydroponic (Well-Worn),49653167,7122
AK-47 | Jaguar (Battle-Scarred),15494465,2839
AK-47 | Jaguar (Factory New),15496360,17463
AK-47 | Jaguar (Field-Tested),15494472,9357
AK-47 | Jaguar (Minimal Wear),15492599,10368
AK-47 | Jaguar (Well-Worn),15494476,9448
AK-47 | Jet Set (Battle-Scarred),14977512,4849
AK-47 | Jet Set (Factory New),14969265,18314
AK-47 | Jet Set (Field-Tested),14959402,5435
AK-47 | Jet Set (Minimal Wear),14962996,2295
AK-47 | Jet Set (Well-Worn),14953239,9830
AK-47 | Jungle Spray (Battle-Scarred),1321830,8541
AK-47 | Jungle Spray (Factory New),1321681,16250
AK-47 | Jungle Spray (Field-Tested),1321376,3223
AK-47 | Jungle Spray (Minimal Wear),1321695,1166
AK-47 | Jungle Spray (Well-Worn),1321706,1250
AK-47 | Leet Museo (Battle-Scarred),176263014,1087419
AK-47 | Leet Museo (Factory New),176262734,1087003
AK-47 | Leet Museo (Field-Tested),176262628,1087093
AK-47 | Leet Museo (Minimal Wear),176263035,1087321
AK-47 | Leet Museo (Well-Worn),176263142,1087454
AK-47 | Legion of Anubis (Battle-Scarred),176185962,1081494
AK-47 | Legion of Anubis (Factory New),176186023,1081436
AK-47 | Legion of Anubis (Field-Tested),176185973,1081489
AK-47 | Legion of Anubis (Minimal Wear),176186016,1081481
AK-47 | Legion of Anubis (Well-Worn),176186024,1081505
AK-47 | Neon Revolution (Battle-Scarred),165027696,7272
AK-47 | Neon Revolution (Factory New),165052979,1422
AK-47 | Neon Revolution (Field-Tested),165031020,5021
AK-47 | Neon Revolution (Minimal Wear),165034155,1104
AK-47 | Neon Revolution (Well-Worn),165114532,8131
AK-47 | Neon Rider (Battle-Scarred),176000017,38600
AK-47 | Neon Rider (Factory New),176000064,38535
AK-47 | Neon Rider (Field-Tested),176000020,38528
AK-47 | Neon Rider (Minimal Wear),175999901,38524
AK-47 | Neon Rider (Well-Worn),176000271,38654
AK-47 | Orbit Mk01 (Battle-Scarred),175896372,9356
AK-47 | Orbit Mk01 (Factory New),175896288,10174
AK-47 | Orbit Mk01 (Field-Tested),175896286,5758
AK-47 | Orbit Mk01 (Minimal Wear),175896327,7622
AK-47 | Orbit Mk01 (Well-Worn),175896312,4932
AK-47 | Panthera onca (Battle-Scarred),176209660,1084004
AK-47 | Panthera onca (Factory New),176209814,1083996
AK-47 | Panthera onca (Field-Tested),176209428,1083967
AK-47 | Panthera onca (Minimal Wear),176209663,1083946
AK-47 | Panthera onca (Well-Worn),176209646,1083985
AK-47 | Phantom Disruptor (Battle-Scarred),176118362,1079517
AK-47 | Phantom Disruptor (Factory New),176118394,1079425
AK-47 | Phantom Disruptor (Field-Tested),176118358,1079412
AK-47 | Phantom Disruptor (Minimal Wear),176118310,1079454
AK-47 | Phantom Disruptor (Well-Worn),176118433,1079464
AK-47 | Point Disarray (Battle-Scarred),84444501,2431
AK-47 | Point Disarray (Factory New),84454650,4889
AK-47 | Point Disarray (Field-Tested),84444477,1263
AK-47 | Point Disarray (Minimal Wear),84454619,1199
AK-47 | Point Disarray (Well-Worn),84454681,2357
AK-47 | Predator (Battle-Scarred),1321637,1164
AK-47 | Predator (Factory New),1321507,7283
AK-47 | Predator (Field-Tested),1321395,4102
AK-47 | Predator (Minimal Wear),1321582,2660
AK-47 | Predator (Well-Worn),1321490,1365
AK-47 | Rat Rod (Battle-Scarred),176096393,1074361
AK-47 | Rat Rod (Factory New),176096532,1074286
AK-47 | Rat Rod (Field-Tested),176096433,1074140
AK-47 | Rat Rod (Minimal Wear),176096494,1074429
AK-47 | Rat Rod (Well-Worn),176096467,1074369
AK-47 | Red Laminate (Battle-Scarred),1321656,2035
AK-47 | Red Laminate (Factory New),1322174,4111
AK-47 | Red Laminate (Field-Tested),1321457,2071
AK-47 | Red Laminate (Minimal Wear),1321519,1740
AK-47 | Red Laminate (Well-Worn),1321677,3243
AK-47 | Redline (Battle-Scarred),7179463,9664
AK-47 | Redline (Field-Tested),7178002,77
AK-47 | Redline (Minimal Wear),7179644,1211
AK-47 | Redline (Well-Worn),7181849,1260
AK-47 | Safari Mesh (Battle-Scarred),2386336,2022
AK-47 | Safari Mesh (Factory New),2416006,904
AK-47 | Safari Mesh (Field-Tested),2384364,2294
AK-47 | Safari Mesh (Minimal Wear),2383770,2707
AK-47 | Safari Mesh (Well-Worn),2385231,2475
AK-47 | Safety Net (Battle-Scarred),176012517,170553
AK-47 | Safety Net (Factory New),176012468,170524
AK-47 | Safety Net (Field-Tested),176012489,170506
AK-47 | Safety Net (Minimal Wear),176012649,170563
AK-47 | Safety Net (Well-Worn),176012497,170490
AK-47 | Slate (Battle-Scarred),176241006,1085496
AK-47 | Slate (Factory New),176241005,1085481
AK-47 | Slate (Field-Tested),176241017,1085470
AK-47 | Slate (Minimal Wear),176241022,1085503
AK-47 | Slate (Well-Worn),176240977,1085480
AK-47 | The Empress (Battle-Scarred),175917396,1465
AK-47 | The Empress (Factory New),175917395,9831
AK-47 | The Empress (Field-Tested),175917356,3055
AK-47 | The Empress (Minimal Wear),175917391,3167
AK-47 | The Empress (Well-Worn),175917420,7322
AK-47 | Uncharted (Battle-Scarred),176042517,201816
AK-47 | Uncharted (Factory New),176042530,201789
AK-47 | Uncharted (Field-Tested),176042509,201774
AK-47 | Uncharted (Minimal Wear),176042512,201787
AK-47 | Uncharted (Well-Worn),176042601,201882
AK-47 | Vulcan (Battle-Scarred),8995733,4965
AK-47 | Vulcan (Factory New),8996750,12243
AK-47 | Vulcan (Field-Tested),8990337,207
AK-47 | Vulcan (Minimal Wear),8991744,1485
AK-47 | Vulcan (Well-Worn),8991010,7064
AK-47 | Wasteland Rebel (Battle-Scarred),23853310,13397
AK-47 | Wasteland Rebel (Factory New),23906570,18380
AK-47 | Wasteland Rebel (Field-Tested),23853279,2814
AK-47 | Wasteland Rebel (Minimal Wear),23853285,3148
AK-47 | Wasteland Rebel (Well-Worn),23861462,2537
AK-47 | Wild Lotus (Battle-Scarred),176097753,1075117
AK-47 | Wild Lotus (Factory New),176097603,1075270
AK-47 | Wild Lotus (Field-Tested),176096715,1075043
AK-47 | Wild Lotus (Minimal Wear),176097581,1075054
AK-47 | Wild Lotus (Well-Worn),176097547,1075026
AK-47 | X-Ray (Battle-Scarred),176209560,1084005
AK-47 | X-Ray (Factory New),176210254,1083988
AK-47 | X-Ray (Field-Tested),176209706,1083930
AK-47 | X-Ray (Minimal Wear),176209823,1083889
AK-47 | X-Ray (Well-Worn),176209700,1083945
AK-47,1275401,1075989
Alyx Pin,176116900,1079217
Arno The Overgrown | Guerrilla Warfare,176262665,1087162
Aspirant | Gendarmerie Nationale,176262890,1087333
Atlanta 2017 Cache Souvenir Package,175868014,10159
Atlanta 2017 Challengers (Holo/Foil),175865656,14663
Atlanta 2017 Cobblestone Souvenir Package,175868000,14342
Atlanta 2017 Dust II Souvenir Package,175868469,12764
Atlanta 2017 Legends (Holo/Foil),175865548,8551
Atlanta 2017 Mirage Souvenir Package,175868020,12767
Atlanta 2017 Nuke Souvenir Package,175868078,10508
Atlanta 2017 Overpass Souvenir Package,175868219,12762
Atlanta 2017 Train Souvenir Package,175868075,12765
Audience Participation Parcel,3440869,16237
AUG | Akihabara Accept (Battle-Scarred),49524773,10472
AUG | Akihabara Accept (Factory New),49758611,15847
AUG | Akihabara Accept (Field-Tested),49430987,14453
AUG | Akihabara Accept (Minimal Wear),49450565,15827
AUG | Akihabara Accept (Well-Worn),49419468,18093
AUG | Amber Fade (Factory New),176262651,1087170
AUG | Amber Fade (Field-Tested),176262785,1086854
AUG | Amber Fade (Minimal Wear),176262629,1086884
AUG | Amber Fade (Well-Worn),176263001,1087339
AUG | Amber Slipstream (Battle-Scarred),175999989,38511
AUG | Amber Slipstream (Factory New),175999906,38470
AUG | Amber Slipstream (Field-Tested),175999889,38441
AUG | Amber Slipstream (Minimal Wear),175999944,38448
AUG | Amber Slipstream (Well-Worn),175999961,38465
AUG | Anodized Navy (Factory New),1545066,10373
AUG | Anodized Navy (Minimal Wear),1546072,19896
AUG | Arctic Wolf (Battle-Scarred),176096812,1074797
AUG | Arctic Wolf (Factory New),176096460,1074474
AUG | Arctic Wolf (Field-Tested),176096414,1074010
AUG | Arctic Wolf (Minimal Wear),176096468,1074093
AUG | Arctic Wolf (Well-Worn),176097118,1074808
AUG | Aristocrat (Battle-Scarred),156113442,2283
AUG | Aristocrat (Factory New),156113451,259
AUG | Aristocrat (Field-Tested),156113445,2732
AUG | Aristocrat (Minimal Wear),156113498,3701
AUG | Aristocrat (Well-Worn),156113525,2915
AUG | Bengal Tiger (Battle-Scarred),15492610,12892
AUG | Bengal Tiger (Factory New),15513248,7656
AUG | Bengal Tiger (Field-Tested),15492590,10461
AUG | Bengal Tiger (Minimal Wear),15494477,856
AUG | Bengal Tiger (Well-Worn),15494480,2089
AUG | Carved Jade (Factory New),176209313,1083432
AUG | Carved Jade (Field-Tested),176209425,1083908
AUG | Carved Jade (Minimal Wear),176209398,1083699
AUG | Chameleon (Battle-Scarred),7180195,12876
AUG | Chameleon (Factory New),7178898,4810
AUG | Chameleon (Field-Tested),7178692,7260
AUG | Chameleon (Minimal Wear),7178690,9380
AUG | Chameleon (Well-Worn),7180982,4790
AUG | Colony (Battle-Scarred),2383818,3279
AUG | Colony (Factory New),2386061,20631
AUG | Colony (Field-Tested),2383721,6689
AUG | Colony (Minimal Wear),2384430,3897
AUG | Colony (Well-Worn),2384392,17600
AUG | Condemned (Battle-Scarred),2385684,7605
AUG | Condemned (Factory New),2418290,987
AUG | Condemned (Field-Tested),2385082,10
AUG | Condemned (Minimal Wear),2383834,12182
AUG | Condemned (Well-Worn),2383782,9172
AUG | Contractor (Battle-Scarred),2384624,7601
AUG | Contractor (Factory New),2383805,13874
AUG | Contractor (Field-Tested),2383366,4803
AUG | Contractor (Minimal Wear),2384465,6293
AUG | Contractor (Well-Worn),2383885,11884
AUG | Copperhead (Field-Tested),1321478,13381
AUG | Copperhead (Minimal Wear),1321746,7640
AUG | Daedalus (Battle-Scarred),49430979,577
AUG | Daedalus (Factory New),49419376,3121
AUG | Daedalus (Field-Tested),49419355,8490
AUG | Daedalus (Minimal Wear),49419426,7008
AUG | Daedalus (Well-Worn),49419428,471
AUG | Death by Puppy (Factory New),176091863,1073144
AUG | Death by Puppy (Field-Tested),176091800,1073197
AUG | Death by Puppy (Minimal Wear),176091861,1073141
AUG | Death by Puppy (Well-Worn),176091873,1073268
AUG | Flame Jörmungandr (Battle-Scarred),176096712,1075274
AUG | Flame Jörmungandr (Factory New),176096854,1074898
AUG | Flame Jörmungandr (Field-Tested),176096734,1074729
AUG | Flame Jörmungandr (Minimal Wear),176097244,1074646
AUG | Flame Jörmungandr (Well-Worn),176097646,1074893
AUG | Fleet Flock (Battle-Scarred),149869044,9185
AUG | Fleet Flock (Factory New),149869060,7302
AUG | Fleet Flock (Field-Tested),149869037,9336
AUG | Fleet Flock (Minimal Wear),149869034,2676
AUG | Fleet Flock (Well-Worn),149869057,12923
AUG | Hot Rod (Factory New),1321501,1497
AUG | Hot Rod (Minimal Wear),1321967,3453
AUG | Midnight Lily (Battle-Scarred),176097822,1075213
AUG | Midnight Lily (Factory New),176097431,1074952
AUG | Midnight Lily (Field-Tested),176096800,1074578
AUG | Midnight Lily (Minimal Wear),176096918,1074620
AUG | Midnight Lily (Well-Worn),176097622,1074930
AUG | Momentum (Battle-Scarred),176042516,201854
AUG | Momentum (Factory New),176042736,201958
AUG | Momentum (Field-Tested),176042553,201765
AUG | Momentum (Minimal Wear),176042631,201843
AUG | Momentum (Well-Worn),176042622,201763
AUG | Navy Murano (Battle-Scarred),176096442,1074258
AUG | Navy Murano (Factory New),176096664,1074090
AUG | Navy Murano (Field-Tested),176096474,1073883
AUG | Navy Murano (Minimal Wear),176096495,1074018
AUG | Navy Murano (Well-Worn),176096491,1073917
AUG | Plague (Battle-Scarred),176262671,1087052
AUG | Plague (Factory New),176262784,1087242
AUG | Plague (Field-Tested),176262654,1086932
AUG | Plague (Minimal Wear),176262646,1086813
AUG | Plague (Well-Worn),176262769,1087268
AUG | Radiation Hazard (Battle-Scarred),18529297,13891
AUG | Radiation Hazard (Factory New),18529308,7123
AUG | Radiation Hazard (Field-Tested),18529280,1059
AUG | Radiation Hazard (Minimal Wear),18527775,9692
AUG | Radiation Hazard (Well-Worn),18529299,3432
AUG | Random Access (Battle-Scarred),176012648,170636
AUG | Random Access (Factory New),176012460,170550
AUG | Random Access (Field-Tested),176012405,170508
AUG | Random Access (Minimal Wear),176012599,170542
AUG | Random Access (Well-Worn),176012364,170527
AUG | Ricochet (Battle-Scarred),84444512,1659
AUG | Ricochet (Factory New),84444505,65
AUG | Ricochet (Field-Tested),84444514,1172
AUG | Ricochet (Minimal Wear),84444493,3707
AUG | Ricochet (Well-Worn),84444509,1052
AUG | Sand Storm (Battle-Scarred),176263125,1087325
AUG | Sand Storm (Factory New),176262637,1086973
AUG | Sand Storm (Field-Tested),176262763,1087223
AUG | Sand Storm (Minimal Wear),176263013,1087073
AUG | Sand Storm (Well-Worn),176262808,1087336
AUG | Spalted Wood (Battle-Scarred),176262778,1087066
AUG | Spalted Wood (Factory New),176262909,1087048
AUG | Spalted Wood (Field-Tested),176262719,1086940
AUG | Spalted Wood (Minimal Wear),176262879,1086945
AUG | Spalted Wood (Well-Worn),176263093,1087305
AUG | Storm (Battle-Scarred),3442151,3285
AUG | Storm (Factory New),3463046,3221
AUG | Storm (Field-Tested),3440943,678
AUG | Storm (Minimal Wear),3443512,5706
AUG | Storm (Well-Worn),3440898,5710
AUG | Stymphalian (Battle-Scarred),175966815,21174
AUG | Stymphalian (Factory New),175966723,21372
AUG | Stymphalian (Field-Tested),175966796,20403
AUG | Stymphalian (Minimal Wear),175966845,20577
AUG | Stymphalian (Well-Worn),175967052,23909
AUG | Surveillance (Battle-Scarred),176209302,1083491
AUG | Surveillance (Factory New),176209267,1083416
AUG | Surveillance (Field-Tested),176209216,1083425
AUG | Surveillance (Minimal Wear),176209223,1083415
AUG | Surveillance (Well-Worn),176209500,1083472
AUG | Sweeper (Battle-Scarred),176012449,170446
AUG | Sweeper (Factory New),176012360,170414
AUG | Sweeper (Field-Tested),176012369,170429
AUG | Sweeper (Minimal Wear),176012395,170427
AUG | Sweeper (Well-Worn),176012375,170438
AUG | Syd Mead (Battle-Scarred),165031000,7220
AUG | Syd Mead (Factory New),165036844,14390
AUG | Syd Mead (Field-Tested),165027676,2816
AUG | Syd Mead (Minimal Wear),165027668,8474
AUG | Syd Mead (Well-Worn),165036838,7310
AUG | Tom Cat (Battle-Scarred),176118292,1079445
AUG | Tom Cat (Factory New),176118366,1079474
AUG | Tom Cat (Field-Tested),176118273,1079433
AUG | Tom Cat (Minimal Wear),176118311,1079401
AUG | Tom Cat (Well-Worn),176118414,1079452
AUG | Torque (Battle-Scarred),8992464,191
AUG | Torque (Factory New),8988671,549
AUG | Torque (Field-Tested),8988701,10361
AUG | Torque (Minimal Wear),8988557,2455
AUG | Torque (Well-Worn),8990304,7233
AUG | Triqua (Battle-Scarred),175917285,8514
AUG | Triqua (Factory New),175917314,1612
AUG | Triqua (Field-Tested),175917254,6287
AUG | Triqua (Minimal Wear),175917282,1295
AUG | Triqua (Well-Worn),175917246,4775
AUG | Wings (Factory New),1321329,4095
AUG | Wings (Minimal Wear),1321487,3460
AUG,1275344,1076256
Autograph Capsule | Astralis | Atlanta 2017,175865561,14649
Autograph Capsule | Astralis | Cologne 2016,157485965,19904
Autograph Capsule | Astralis | MLG Columbus 2016,144424313,18085
Autograph Capsule | Challengers (Foil) | Atlanta 2017,175865714,18057
Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,75982384,19397
Autograph Capsule | Challengers (Foil) | Cologne 2016,157485785,19036
Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,144424266,19538
Autograph Capsule | Cloud9 | Cluj-Napoca 2015,75982435,19709
Autograph Capsule | Cloud9 | MLG Columbus 2016,144424226,17415
Autograph Capsule | Cloud9 G2A | Cologne 2015,61699172,19301
Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,76008551,14331
Autograph Capsule | Counter Logic Gaming | Cologne 2015,61699327,18281
Autograph Capsule | Counter Logic Gaming | Cologne 2016,157485960,19704
Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,144428736,17405
Autograph Capsule | FaZe Clan | Atlanta 2017,175865737,16012
Autograph Capsule | FaZe Clan | Cologne 2016,157485825,18481
Autograph Capsule | FaZe Clan | MLG Columbus 2016,144424198,19628
Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,175865767,16010
Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,76008552,19712
Autograph Capsule | Flipsid3 Tactics | Cologne 2015,61699349,19499
Autograph Capsule | Flipsid3 Tactics | Cologne 2016,157491362,20109
Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,144428735,18645
Autograph Capsule | Fnatic | Atlanta 2017,175865728,14666
Autograph Capsule | Fnatic | Cluj-Napoca 2015,75982332,19708
Autograph Capsule | Fnatic | Cologne 2015,61699148,16263
Autograph Capsule | Fnatic | Cologne 2016,157485805,19196
Autograph Capsule | Fnatic | MLG Columbus 2016,144424189,18636
Autograph Capsule | G2 Esports | Atlanta 2017,175865746,16015
Autograph Capsule | G2 Esports | Cluj-Napoca 2015,75982479,17872
Autograph Capsule | G2 Esports | Cologne 2016,157485890,18633
Autograph Capsule | G2 Esports | MLG Columbus 2016,144424386,18087
Autograph Capsule | Gambit Gaming | Atlanta 2017,175865760,14653
Autograph Capsule | Gambit Gaming | Cologne 2016,157485985,18639
Autograph Capsule | Gambit Gaming | MLG Columbus 2016,144432885,19825
Autograph Capsule | GODSENT | Atlanta 2017,175865633,14648
Autograph Capsule | Group A (Foil) | Cologne 2015,61699215,19787
Autograph Capsule | Group B (Foil) | Cologne 2015,61699149,19641
Autograph Capsule | Group C (Foil) | Cologne 2015,61699357,19642
Autograph Capsule | Group D (Foil) | Cologne 2015,61699311,18644
Autograph Capsule | HellRaisers | Atlanta 2017,175865600,14650
Autograph Capsule | Legends (Foil) | Atlanta 2017,175865635,18058
Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,75982345,19395
Autograph Capsule | Legends (Foil) | Cologne 2016,157485787,20107
Autograph Capsule | Legends (Foil) | MLG Columbus 2016,144424218,19179
Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,75982507,19702
Autograph Capsule | Luminosity Gaming | Cologne 2015,61699220,19703
Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,144424318,18456
Autograph Capsule | mousesports | Atlanta 2017,175865762,14656
Autograph Capsule | mousesports | Cluj-Napoca 2015,75982538,19523
Autograph Capsule | mousesports | Cologne 2015,61699196,18580
Autograph Capsule | mousesports | Cologne 2016,157485970,21726
Autograph Capsule | mousesports | MLG Columbus 2016,144424268,18579
Autograph Capsule | Natus Vincere | Atlanta 2017,175865696,14665
Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,75982480,18455
Autograph Capsule | Natus Vincere | Cologne 2015,61699273,14670
Autograph Capsule | Natus Vincere | Cologne 2016,157485801,20027
Autograph Capsule | Natus Vincere | MLG Columbus 2016,144424190,18457
Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,75982369,18960
Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,61699147,19627
Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,157485888,18631
Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,144424356,18795
Autograph Capsule | North | Atlanta 2017,175865695,16014
Autograph Capsule | OpTic Gaming | Atlanta 2017,175865732,14664
Autograph Capsule | OpTic Gaming | Cologne 2016,157485784,18320
Autograph Capsule | Renegades | Cologne 2015,61699218,19794
Autograph Capsule | SK Gaming | Atlanta 2017,175865709,8533
Autograph Capsule | SK Gaming | Cologne 2016,157485812,19197
Autograph Capsule | Splyce | MLG Columbus 2016,144424227,19786
Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,75982535,20178
Autograph Capsule | Team Dignitas | Cologne 2016,157485988,20535
Autograph Capsule | Team eBettle | Cologne 2015,61699343,19795
